job_listing_no,job_type,page,salary_info,technical_skills,travel_info
27851,"Contract W2, Temp",558,Competitive,"Access, Applications, Architect, Architecture, BASIC, BMC, Business Intelligence, Change Management, Computer, Crystal Reports, Desktop, Foundation, IT, Knowledge Management, Management, Network, SAP, Security, SMTP, System, System Administrator, Systems, Web, Windows","Telecommuting not available
Travel not required"
27852,"Contract Corp-To-Corp, Contract Independent, Contract W2",558,Depends On Experience,"ETL, Informatica, powercenter","Telecommuting not available
Travel not required"
27853,"Contract W2, 6+ mos",558,BASED ON EXPERIENCE,"TEST ENGINEER, SDET, SOFTWARE DEVELOPMENT FOR TEST, QA, PYTHON, RUBY, GOLANG, SOAP UI, WEB SERVICES, API, CICD, JENKINS, DOCKER, KUBERNETES, VAGRANT, MESOS, LINUX, UNIX, OPENSTACK","Telecommuting not available
Travel not required"
27854,C2H W2,558,$50-65K/yr,"PHP5, CSS, HTML, LAMP, web development, testing","Telecommuting not available
Travel not required"
27855,"Contract Corp-To-Corp, Contract W2, C2H Corp-To-Corp, C2H W2, Long Term",558,Depends On Experience,"EMC Avamar, Netbackup","Telecommuting not available
Travel not required"
27856,"Contract W2, C2H W2",558,Negotiable,"Agile, Algorithms, Apache, Database, Developer, Development, J2EE, Java, MongoDB, NoSQL, OOP, Programming, Security, SOAP, SQL, TDD, XML","Telecommuting not available
Travel not required"
27857,Full Time,558,,".Net, Analysis, Analytical Skills, ASP, ASP.NET, DBA, Encryption, IIS, LAN, Networking, QA, Security, Source Code, SQL, SQL Server, SSL, Supervision, TCP/IP, VPN, WAN, Windows, XML, XSLT","Telecommuting not available
Travel not required"
27858,"Full Time, Full Time",558,,"Analysis, Analyst, Business Analyst, Development, Forth, HTTP, Lifecycle, Modeling, Networks, SDLC, UML, User Interface","Telecommuting not available
Travel not required"
27859,Full Time,558,$90K,"C#, MVC, SQL","Telecommuting not available
Travel not required"
27860,Full Time,558,Market,"SFDC, APEX, Visual force, API, SOSL, SOQL, Dev1/2 or DEV 501 Certification","Telecommuting not available
Travel not required"
27861,"Contract Independent, Contract W2, 6+ mos",558,BASED ON EXPERIENCE,"PROJECT ENGINEER, PROJECT LEAD, MINITAB, SOLIDWORKS, DESIGN, ASSEMBLY, TECH TRANSFER, INJECTION MOLD, EQUIPMENT QUALIFICATION, MEDICAL DEVICE, DEVICE","Telecommuting not available
Travel not required"
27862,"Full Time, Full-time",558,$56K to $80K,Telecom CompTIA,"Telecommuting not available
Travel not required"
27863,Full Time,558,,"Architecture, CCNP, Cisco, Consulting, Development, DNS, Encryption, Firewall, Management, Networking, Network Engineer, Project, Router, Security, TCP/IP, Testing, VMware, vSphere","Telecommuting not available
Travel not required"
27864,"Contract Independent, Contract W2, C2H Independent, C2H W2",558,,"Android, Configuration Management, Customer Service, Development, Hardware, Management, Peripheral, Peripherals, Research, Sales, Telecom","Telecommuting not available
Travel not required"
27865,Full Time,558,"$160,000","Python, React, Javascript, HTML, CSS","Telecommuting not available
Travel not required"
27866,"Contract Corp-To-Corp, 6 Months",558,Negotiable,"Adobe AEM,Architect,CMS systems, content model, taxonomy and information architecture,jQuery angular js, react js,Agile,LDAP.","Telecommuting not available
Travel not required"
27867,"C2H Corp-To-Corp, C2H Independent, C2H W2",558,market,Mobile Product,"Telecommuting not available
Travel not required"
27868,Full Time,558,Depends On Experience,"quality control,aftermarket sales,hardware,wireless,product development,quality assurance,change management,electrical engineering,firmware,telecom,radio frequency","Telecommuting not available
Travel not required"
27869,"Full Time, Full-time",558,,"Adobe, Agile, Analytical Skills, Development, Hardware, Management, Project, Research, Telecom, Testing, UX","Telecommuting not available
Travel not required"
27870,"C2H Corp-To-Corp, C2H Independent, C2H W2, RTH",558,140K,"Right to Hire need...mid level AWS Architect, Devops","Telecommuting not available
Travel not required"
27871,Full Time,558,"80,000","Embedded C/C++, Visual C++/C#, Visual Basic, Custom Kernels,  Microprocessors & Microcontrollers","Telecommuting not available
Travel not required"
27872,"Contract Corp-To-Corp, Contract Independent, Contract W2, Long Term",558,Depends On Experience,"CA API Gateway product Layer7, Mobile Access Gateway, WebServices, API technologies, REST, XML/ JSON, SOAP, XSLT, CA API Portal, MAG SDK, ESB, SOA, MySQL Database, clustering & Linux","Telecommuting not available
Travel not required"
27873,"Full Time, Contract Independent, Contract W2, 6m+",558,Competetive,"MySQL, PostgreSQL, Oracle, JAVA, LINUX","Telecommuting not available
Travel not required"
27874,"Full Time, Permanent",558,150-300,"Director, Sales, eCommerce, Retail","Telecommuting not available
Travel not required"
27875,Full Time,558,open,ISO 27001 / NIST / FISMA,"Telecommuting not available
Travel not required"
27876,Full Time,558,,"Agile, Analysis, DCE, Development, GIT, HTTP, IBM, Java, Jenkins, Management, Release, Software Engineer, Source Code, Specification, Testing, Tibco, Video, XSLT","Telecommuting not available
Travel not required"
27877,"Contract Corp-To-Corp, Contract Independent, Contract W2",558,Depends On Experience,IT Software Engineer,"Telecommuting not available
Travel not required"
27878,"Contract Corp-To-Corp, Contract W2",558,,.Net / SQL Developer,"Telecommuting not available
Travel not required"
27879,"Full Time, Full-time, Employee",558,"$150,000 - $175,000","Product Management, Team Management, Agile/Scrum, Mobile Application Developmment - Product Management, Team Management, Agile/Scrum, Mobile Application Developmment","Telecommuting not available
Travel not required"
27880,Full Time,558,$70 - $75 per annum,Must Have Marketing Automation Experience: PARDOT,"Telecommuting not available
Travel not required"
27881,Full Time,558,Negotiable,"C++, Linux","Telecommuting not available
Travel not required"
27882,Full Time,558,,"Analysis, Development, Hardware, Networks, Peripheral, Security, Simulation, Switches, Testing, Video","Telecommuting not available
Travel not required"
27883,"C2H Independent, C2H W2",558,$47.50 to $55.00 per hour,"Backup and Recovery, Database, DBA, Development, Hardware, Oracle, Oracle DBA, Security","Telecommuting not available
Travel not required"
27884,"Contract Corp-To-Corp, Contract Independent, Contract W2",558,Depends On Experience,Microsoft Server 2012 and Windows 10,"Telecommuting not available
Travel required to 10%."
27885,"Full Time, Perm",558,Competitive,"Application, Applications, Business Requirements, C#, Computer, Database, Developer, Development, Hardware, JavaScript, Performance, QA, SQL, System, Systems, Test, Web, Web Developer","Telecommuting not available
Travel not required"
27886,"Full Time, Full Time",558,,"Algorithm, Analyst, Analytical Skills, CASE, Database, Development, Foundation, Management, Oracle, Project, Project Management, Python, QA, Quality Assurance, Release, Scripts, SQL, Tester, Testing, Test Plan, Unix, Windows","Telecommuting not available
Travel not required"
