company,date,detailUrl,jobTitle,job_listing_no,location,page
UnitedHealth Group,2017-04-22,http://www.dice.com/job/result/uhgbot/710467?src=19,"IT Systems Analyst II - Quezon City, NCR",12401,Quezon City,249
Soar Technology,2017-04-18,http://www.dice.com/job/result/RTX168747/960107?src=19,Engineer,12402,"Ann Arbor, MI",249
Zulily,2017-04-22,http://www.dice.com/job/result/10453116/152071?src=19,Director of Security and Compliance,12403,"Seattle, WA",249
ITRays Incorporation,2017-04-21,http://www.dice.com/job/result/10280523/965670?src=19,Windows Infrastructure Engineer,12404,"woonsocket, RI",249
Sleep Number by Select Comfort,2017-04-13,http://www.dice.com/job/result/RTX14cddf/2017-13141?src=19,Cloud Engineer,12405,"San Jose, CA",249
UnitedHealth Group,2017-04-22,http://www.dice.com/job/result/uhgbot/706000?src=19,"API Security Developer - Plymouth MN, Hartford CT, or Raleigh NC",12406,"Plymouth, MN",249
Spirent Communications,2017-04-20,http://www.dice.com/job/result/RTX19b502/3263?src=19,Network Protocol Engineer,12407,"Plano, TX",249
UnitedHealth Group,2017-04-22,http://www.dice.com/job/result/uhgbot/699442?src=19,"IT Project Manager - Albany, NY",12408,"Albany, NY",249
Spirent Communications,2017-04-20,http://www.dice.com/job/result/RTX19b502/3255?src=19,Product Line Manager,12409,"Frederick, MD",249
UnitedHealth Group,2017-04-22,http://www.dice.com/job/result/uhgbot/699494?src=19,"Software Technology in Test - San Diego, CA",12410,"San Diego, CA",249
Location Labs,2017-04-20,http://www.dice.com/job/result/RTX1924ca/112?src=19,Senior Technical Project Manager,12411,"Emeryville, CA",249
UnitedHealth Group,2017-04-22,http://www.dice.com/job/result/uhgbot/703883?src=19,"ServiceNow Developer - WellMed - San Antonio, TX",12412,"San Antonio, TX",249
UnitedHealth Group,2017-04-22,http://www.dice.com/job/result/uhgbot/707681?src=19,"IT Security Analyst - Cebu City, Cebu",12413,Apas Cebu City,249
Zillow.com,2017-04-22,http://www.dice.com/job/result/RTX156587/o8WQ4fwI?src=19,User Experience Designer - Mobile,12414,"Seattle, WA",249
UnitedHealth Group,2017-04-22,http://www.dice.com/job/result/uhgbot/707725?src=19,"Director of Technology & Solution Architect - Minnetonka, MN",12415,"Minnetonka, MN",249
Zulily,2017-04-22,http://www.dice.com/job/result/10453116/154394?src=19,"Senior Software Engineer, Services",12416,"Seattle, WA",249
UnitedHealth Group,2017-04-22,http://www.dice.com/job/result/uhgbot/704658?src=19,"Middleware Administrator - Eden Priaire, MN or Plymouth, MN",12417,"Eden Prairie, MN",249
UnitedHealth Group,2017-04-22,http://www.dice.com/job/result/uhgbot/683152?src=19,Senior Software Engineer - Hadoop,12418,Noida,249
UnitedHealth Group,2017-04-22,http://www.dice.com/job/result/uhgbot/690781?src=19,"Senior Cloud Architect - Minneapolis, MN",12419,"Minnetonka, MN",249
eMoney Advisor,2017-04-03,http://www.dice.com/job/result/10445250/930618?src=19,Principal Information Security Engineer,12420,"Radnor, PA",249
Rheem Manufacturing Company,2017-04-04,http://www.dice.com/job/result/10491960/849521?src=19,Project Engineer,12421,"Montgomery, AL",249
Choctaw Nation of Oklahoma,2017-04-13,http://www.dice.com/job/result/10208149/115242?src=19,System Support Analyst II,12422,"Durant, OK",249
Location Labs,2017-04-12,http://www.dice.com/job/result/RTX1924ca/955291?src=19,Senior Software Engineer Back End,12423,"Emeryville, CA",249
UnitedHealth Group,2017-04-22,http://www.dice.com/job/result/uhgbot/686464?src=19,"Project Manager - Dublin, Ireland",12424,Dublin,249
Zillow.com,2017-04-22,http://www.dice.com/job/result/RTX156587/oSz44fwj?src=19,Marketing Manager,12425,"Seattle, WA",249
Zulily,2017-04-22,http://www.dice.com/job/result/10453116/153579?src=19,"Senior Software Engineer, FCS",12426,"Seattle, WA",249
BlackRock,2017-04-23,http://www.dice.com/job/result/10114248/171030?src=19,Retail Product Manager,12427,"New York, NY",249
"Metron, Inc.",2017-04-17,http://www.dice.com/job/result/10124161/959783?src=19,Information Security System Officer,12428,"Reston, VA",249
InRhythm,2017-04-10,http://www.dice.com/job/result/10221497/845662?src=19,Angular Engineer,12429,"New York, NY",249
UnitedHealth Group,2017-04-22,http://www.dice.com/job/result/uhgbot/709086?src=19,Xamarin Mobile Developer,12430,"Eden Prairie, MN",249
UnitedHealth Group,2017-04-22,http://www.dice.com/job/result/uhgbot/703551?src=19,"Salesforce.com Application Support Consultant- Boston, MA",12431,"Boston, MA",249
UnitedHealth Group,2017-04-22,http://www.dice.com/job/result/uhgbot/701379?src=19,"Release Train Engineer - Optum Technology - Eden Prairie, MN",12432,"Eden Prairie, MN",249
MTA Headquarters,2017-04-04,http://www.dice.com/job/result/millblok/R4040017?src=19,Network Support Analyst Opportunities,12433,"Manhattan, NY",249
"Everbridge, Inc.",2017-04-17,http://www.dice.com/job/result/RTL97854/897452?src=19,Director of Security Engineering,12434,"Pasadena, CA",249
UnitedHealth Group,2017-04-22,http://www.dice.com/job/result/uhgbot/710068?src=19,Application Developer / Analyst - Telecommute,12435,"Columbus, OH",249
"iCore Technologies, LLC",2017-04-18,http://www.dice.com/job/result/10514350/860?src=19,Google Admin,12436,"Des Moines, IA",249
University of Illinois at Urbana-Champaign,2017-04-20,http://www.dice.com/job/result/shakblok/B518070?src=19,RESEARCH SOFTWARE AND COMPUTING TRAINING LEAD,12437,"Urbana, IL",249
UnitedHealth Group,2017-04-22,http://www.dice.com/job/result/uhgbot/709403?src=19,"Oracle Applications Developer - Schaumburg, IL",12438,"Schaumburg, IL",249
Queen's Medical Center,2017-04-10,http://www.dice.com/job/result/10330800/117282?src=19,Sr. IT Project Analyst,12439,"Honolulu, HI",249
1901 Group LLC,2017-04-23,http://www.dice.com/job/result/10474313/oX3N4fwB?src=19,Unix Systems Administrator,12440,"Blacksburg, VA",249
UnitedHealth Group,2017-04-22,http://www.dice.com/job/result/uhgbot/629893?src=19,"Senior DataStage Developer - Eden Prairie, MN",12441,"Eden Prairie, MN",249
UnitedHealth Group,2017-04-22,http://www.dice.com/job/result/uhgbot/709159?src=19,"IT Systems Analyst, Software Support - West Valley City, UT",12442,"West Valley City, UT",249
Los Angeles Unified School District,2017-04-20,http://www.dice.com/job/result/RTX154381/967189?src=19,Network Configuration Administrator,12443,"Los Angeles, CA",249
Wabash National,2017-04-21,http://www.dice.com/job/result/90891816/938024?src=19,Senior Network Engineer,12444,"Lafayette, IN",249
"SBG Technology Solutions, Inc.",2017-04-03,http://www.dice.com/job/result/10429440/942439?src=19,"IV&V, SQA SME Test Manager",12445,"Alexandria, VA",249
Coveros,2017-04-17,http://www.dice.com/job/result/10512147/761784?src=19,Technical Scrum Master and Coach,12446,"Washington, DC",249
UnitedHealth Group,2017-04-22,http://www.dice.com/job/result/uhgbot/709531?src=19,Senior Software Engineer-Informatica,12447,Hyderabad,249
Coilcraft,2017-04-17,http://www.dice.com/job/result/RTL619629/946025?src=19,Field Marketing Engineer,12448,"Cary, IL",249
UnitedHealth Group,2017-04-22,http://www.dice.com/job/result/uhgbot/695198?src=19,".Net Software Engineer - Newtown Square, PA",12449,"Newtown Square, PA",249
UnitedHealth Group,2017-04-22,http://www.dice.com/job/result/uhgbot/686636?src=19,"System Analyst - Eden Prairie, MN",12450,"Eden Prairie, MN",249
