company,date,detailUrl,jobTitle,job_listing_no,location,page
Kavaliro,2017-04-07,http://www.dice.com/job/result/wahco/DATA-NCAL?src=19,Data Consultant,751,"Oakland, CA",16
Centennial Data Group,2017-04-19,http://www.dice.com/job/result/90807545/915109?src=19,Enterprise Data Architect,752,"Denver, CO",16
"8K Miles Software Services, Inc.",2017-04-18,http://www.dice.com/job/result/10118198A/962517?src=19,Big Data/Hadoop Architect.,753,"San Diego, CA",16
Costco Travel,2017-04-22,http://www.dice.com/job/result/RTX190afa/1919?src=19,Data Developer ~,754,"Issaquah, WA",16
UnitedHealth Group,2017-04-22,http://www.dice.com/job/result/appblok/2417_709808?src=19,Data Warehousing/ETL Developer - Telecommute,755,"Cypress, CA",16
UnitedHealth Group,2017-04-22,http://www.dice.com/job/result/appblok/2417_711871?src=19,"Provider Data Specialist - Greensboro, NC",756,"Greensboro, NC",16
UnitedHealth Group,2017-04-22,http://www.dice.com/job/result/appblok/2417_713353_3?src=19,"Provider Data Consultant - Santa Ana, CA",757,"Costa Mesa, CA",16
UnitedHealth Group,2017-04-22,http://www.dice.com/job/result/appblok/1609_706579_0?src=19,"Data Analytics Analyst - West Valley City, UT or Eden Prairie, MN",758,"Eden Prairie, MN",16
UnitedHealth Group,2017-04-22,http://www.dice.com/job/result/appblok/2417_713353?src=19,"Provider Data Consultant - Santa Ana, CA",759,"Santa Ana, CA",16
UnitedHealth Group,2017-04-22,http://www.dice.com/job/result/appblok/2417_709484?src=19,"Provider Data Specialist - Greensboro, NC",760,"Greensboro, NC",16
UnitedHealth Group,2017-04-22,http://www.dice.com/job/result/appblok/2417_713353_2?src=19,"Provider Data Consultant - Santa Ana, CA",761,"Orange, CA",16
UnitedHealth Group,2017-04-22,http://www.dice.com/job/result/appblok/2417_706733?src=19,"Director - Big Data Analytics and Reporting - Minnetonka, MN",762,"Minnetonka, MN",16
SmallBoard,2017-04-21,http://www.dice.com/job/result/90989439/V_26?src=19,Data Analyst/ Rate $45/hr on C2C,763,"Englewood, CO",16
UnitedHealth Group,2017-04-22,http://www.dice.com/job/result/appblok/2417_713353_0?src=19,"Provider Data Consultant - Santa Ana, CA",764,"Long Beach, CA",16
BC Forward,2017-04-21,http://www.dice.com/job/result/10107103E/968221?src=19,Big Data Developer,765,"Chicago, IL",16
UnitedHealth Group,2017-04-22,http://www.dice.com/job/result/appblok/2417_713353_1?src=19,"Provider Data Consultant - Santa Ana, CA",766,"Irvine, CA",16
UnitedHealth Group,2017-04-22,http://www.dice.com/job/result/appblok/2417_710414?src=19,"Business/Data Analyst - Irvine, CA",767,"Irvine, CA",16
UnitedHealth Group,2017-04-22,http://www.dice.com/job/result/uhgbot/704563?src=19,"Senior Data Analyst - Franklin, TN",768,"Franklin, TN",16
UnitedHealth Group,2017-04-22,http://www.dice.com/job/result/uhgbot/709644?src=19,"IT Data Analytics Consultant - Minnetonka, MN",769,"Minnetonka, MN",16
UnitedHealth Group,2017-04-22,http://www.dice.com/job/result/uhgbot/696960?src=19,"Vice President, Product Engineering & Data Services - Hyderabad, India",770,Hyderabad,16
UnitedHealth Group,2017-04-22,http://www.dice.com/job/result/uhgbot/712099?src=19,Sr. Data Warehouse Business Analyst - AZ or PA,771,"Phoenix, AZ",16
UnitedHealth Group,2017-04-22,http://www.dice.com/job/result/uhgbot/676315?src=19,"Big Data Solution Architect - Boston, MA or Minnetonka, MN",772,"Boston, MA",16
UnitedHealth Group,2017-04-22,http://www.dice.com/job/result/uhgbot/688694?src=19,"QA Lead - Data Warehouse - Minnetonka, MN",773,"Minnetonka, MN",16
UnitedHealth Group,2017-04-22,http://www.dice.com/job/result/uhgbot/688697?src=19,"Senior Business / Data Analyst - Minnetonka, MN",774,"Minnetonka, MN",16
UnitedHealth Group,2017-04-22,http://www.dice.com/job/result/uhgbot/692460?src=19,Senior Data Quality Business Analyst - Multiple Locations,775,"Minnetonka, MN",16
"Greenzone Solutions, Inc",2017-04-19,http://www.dice.com/job/result/RTX18b2ee/964983?src=19,Big Data Analyst,776,"Washington, DC",16
UnitedHealth Group,2017-04-22,http://www.dice.com/job/result/uhgbot/705082?src=19,"Director, Data Warehouse and Data Analytics Services - MI, IN, IL",777,"Lansing, MI",16
UnitedHealth Group,2017-04-22,http://www.dice.com/job/result/uhgbot/714374?src=19,Healthcare Data Analyst - SQL Programmer - Telecommute,778,"Eden Prairie, MN",16
UnitedHealth Group,2017-04-22,http://www.dice.com/job/result/uhgbot/706579?src=19,"Data Analytics Analyst - West Valley City, UT or Eden Prairie, MN",779,"West Valley City, UT",16
UnitedHealth Group,2017-04-22,http://www.dice.com/job/result/uhgbot/705089?src=19,"Big Data Applications Technical Product Owner - Minnetonka, MN",780,"Minnetonka, MN",16
UnitedHealth Group,2017-04-22,http://www.dice.com/job/result/uhgbot/708575?src=19,Sr. Data Warehouse and Analytics Project Manager - State of Michigan,781,"Lansing, MI",16
Queen's Medical Center,2017-04-11,http://www.dice.com/job/result/10330800/117431?src=19,Clinical Data Analyst (Clinical Integration),782,"Honolulu, HI",16
FirstCare Health Plans,2017-04-21,http://www.dice.com/job/result/RTX14e191/17-0011?src=19,Data Integration Specialist,783,"Austin, TX",16
SoFi Inc.,2017-04-18,http://www.dice.com/job/result/10522162S/963512?src=19,Data Analyst,784,"Cottonwood Heights, UT",16
The Rawlings Group,2017-04-06,http://www.dice.com/job/result/RTX16f8dd/24155865?src=19,Information Technology & Data Mining Openings,785,"La Grange, KY",16
UnitedHealth Group,2017-04-22,http://www.dice.com/job/result/uhgbot/691782?src=19,"Healthcare Data Warehouse Account / Program Manager - Albany, NY",786,"Latham, NY",16
UnitedHealth Group,2017-04-22,http://www.dice.com/job/result/uhgbot/682634?src=19,Senior Business / Data Analyst - MN & MA,787,"Minnetonka, MN",16
UnitedHealth Group,2017-04-22,http://www.dice.com/job/result/uhgbot/714116?src=19,Senior Data Analyst - Minnesota,788,"Minnetonka, MN",16
"Greenzone Solutions, Inc",2017-04-20,http://www.dice.com/job/result/RTX18b2ee/965919?src=19,Big Data Analyst,789,"Washington, DC",16
UnitedHealth Group,2017-04-22,http://www.dice.com/job/result/uhgbot/700436?src=19,"Big Data Architect - Eden Prairie, MN",790,"Eden Prairie, MN",16
UnitedHealth Group,2017-04-22,http://www.dice.com/job/result/uhgbot/707628?src=19,"IT Data Analyst - Franklin, TN",791,"Franklin, TN",16
"Continental Automotive Systems, Inc",2017-04-04,http://www.dice.com/job/result/RTX16deb5/845763?src=19,Senior Software Engineer (Big Data),792,"San Jose, CA",16
UnitedHealth Group,2017-04-22,http://www.dice.com/job/result/uhgbot/703079?src=19,"Director of Software Engineering Big Data Solutions - Eden Prairie, MN",793,"Eden Prairie, MN",16
UnitedHealth Group,2017-04-22,http://www.dice.com/job/result/uhgbot/686630?src=19,"Data Warehouse Tester - Eden Prairie, MN",794,"Eden Prairie, MN",16
SoFi Inc.,2017-04-18,http://www.dice.com/job/result/10522162S/963499?src=19,Data Analyst,795,"Helena, MT",16
UnitedHealth Group,2017-04-22,http://www.dice.com/job/result/uhgbot/707357?src=19,Senior Data Warehouse Developer - WellMed,796,"San Antonio, TX",16
UnitedHealth Group,2017-04-22,http://www.dice.com/job/result/uhgbot/712121?src=19,"Big Data Analyst - Minnetonka, MN",797,"Minnetonka, MN",16
Zillow.com,2017-04-22,http://www.dice.com/job/result/RTX156587/okEp4fwb?src=19,Data Analyst (Agent Acquisition & Sales Optimization),798,"Seattle, WA",16
UnitedHealth Group,2017-04-22,http://www.dice.com/job/result/uhgbot/714411?src=19,Senior Data Warehouse / ETL Analyst - Phoenix AZ,799,"Phoenix, AZ",16
UnitedHealth Group,2017-04-22,http://www.dice.com/job/result/uhgbot/705645?src=19,"Data Modeler - Indianapolis, IN",800,"Indianapolis, IN",16
