job_listing_no,job_type,page,salary_info,technical_skills,travel_info
10451,"Contract Corp-To-Corp, Contract W2, 6 months",210,Depends On Experience,BUSINESS ANALYST CCAR,"Telecommuting not available
Travel not required"
10452,Full Time,210,competitive,"ISSM, VMware, Linux, Active Directory, COMSEC, networking","Telecommuting not available
Travel not required"
10453,Full Time,210,N.A,"ASP.Net, Multi threading, Asynchronous Programming,WCF, Web API","Telecommuting not available
Travel not required"
10454,C2H W2,210,$55/hr,"Business Analysis, Use Cases, Data and Process Modeling","Telecommuting not available
Travel not required"
10455,"Contract W2, 3+ mos",210,BASED ON EXPERIENCE,"PROJECT MANAGEMENT, PROJECT COORDINATION, LEGAL, EXCEL, BUSINESS ANALYST, PROJECT MANAGER","Telecommuting not available
Travel not required"
10456,Full Time,210,NA,"Linux administration, SIP or AWS exp","Telecommuting not available
Travel not required"
10457,Full Time,210,Depends On Experience,"Application Development, .Net, C#, Asset Management, Financial Industry","Telecommuting not available
Travel not required"
10458,"Contract Corp-To-Corp, Contract Independent, Contract W2, 12",210,Negotiable,"Amazon Web Services,AWS EMR,Data / Data warehouse back ground,Hive","Telecommuting not available
Travel not required"
10459,Full Time,210,,"Change Management, Configuration Management, DNS, Exchange, Foundation, Hardware, Manager, Management, Networking, Networks, Security, Simulation, Supervision, Systems Administrator, TCP/IP, Testing, Web Servers, Windows","Telecommuting not available
Travel not required"
10460,Full Time,210,$65k,"database marketing, data integration, Business Objects, Microsoft SQL Reporting Services , Power BI","Telecommuting not available
Travel not required"
10461,"Contract Corp-To-Corp, Contract Independent, Contract W2, LONG TERM",210,Negotiable,ETL/Report Developer. LOCAL CANDIDATES ONLY!!Pls send resume to ravi@tekforcecorp.com with rate and location.,"Telecommuting not available
Travel not required"
10462,Full Time,210,75 - 100,"security awareness, findings management, PCN, risk treatment, cloud security, bid data security, emerging technologies, digital security risk assessment,","Telecommuting not available
Travel not required"
10463,"Contract Corp-To-Corp, Contract Independent, Contract W2, C2H Corp-To-Corp, C2H Independent, C2H W2",210,Depends On Experience,SQL Database Developer with AWS,"Telecommuting not available
Travel not required"
10464,"Full Time, Full-time, Employee",210,Unspecified,"Business Intelligence, Business Analysis, Reports, SQL, Ssrs, Crystal Reports - Business Intelligence, Business Analysis, Reports, SQL, Ssrs, Crystal Reports","Telecommuting not available
Travel not required"
10465,"Full Time, Perm",210,80000-95000 yearly,"Analysis, Data Analysis, Developer, JavaScript, Python, SQL","Telecommuting not available
Travel not required"
10466,"Contract W2, 12+ Months Contract",210,Depends On Experience,"Oracle, UNIX, AND AIX","Telecommuting not available
Travel not required"
10467,C2H W2,210,$90000.00 - $100000.00 per annum,Supply Chain Business Analyst,"Telecommuting not available
Travel not required"
10468,Full Time,210,,"Analysis, Anti-Virus, Architecture, Automated, Capacity Planning, Development, Encryption, Firmware, Hardware, Linux, Management, Modeling, Project, Research, Security, Simulation, SSL, System Architecture, Systems Administrator","Telecommuting not available
Travel not required"
10469,"Contract Corp-To-Corp, Contract W2, 6 months",210,Depends On Experience,"Business Analyst, SFDC, salesforce, JIRA, insurance,","Telecommuting not available
Travel not required"
10470,"Full Time, Perm",210,Competitive,"Adobe, Analysis, BASIC, Computer, Database, Data Collection, Excel, Hardware, Manager, Project, Quality, Quality Assurance, Scheduling, Security, Software, Supervision, Systems","Telecommuting not available
Travel not required"
10471,Full Time,210,,"Bash, CSS, Database, Disaster Recovery, Hardware, IBM, IMS, JavaScript, Linux, Management, Networking, Oracle, PHP, Project, Protocol, Protocols, Python, Routers, Security, SQL, SQL Server, Sun, Supervision, Switches, TCP/IP, Testing, Validation","Telecommuting not available
Travel not required"
