job_listing_no,job_type,page,salary_info,technical_skills,travel_info
11801,Full Time,237,$16.61 - $17.68 per hour,"Maintenance, data entry, Repair, mechanical, electrical, technician","Telecommuting not available
Travel not required"
11802,Full Time,237,$100-120K,"ERP, Eclipse, data management, product information","Telecommuting not available
Travel not required"
11803,,237,$84000 - $88000 yr,"GENTRAN, B2BI, GIS, GENTRAN INTEGRATION SUITE, STERLING INTEGRATOR, SI, RPG, SQL, CL, EDI, ELECTRONIC DATA INTERCHANGE, JAVA","Telecommuting not available
Travel not required"
11804,"Full Time, Contract Corp-To-Corp, Contract Independent, Full Time / Contract",237,,"python,panda,Numpy,Oracle / SQL,Big Data/Hadoop","Telecommuting not available
Travel not required"
11805,"Contract W2, 12-18 months",237,$60/hr,"Technical expertise, architecture, HLD, relational databases, data modeling techniques, development life cycles, banking/finance industry experience, roadmapping, strategy, agile, scrum, lean","Telecommuting not available
Travel not required"
11806,Full Time,237,Depends On Experience,"Business Process Manager, Project Management, Analytics, Data management","Telecommuting not available
Travel not required"
11807,"Full Time, Contract Independent, Contract W2, C2H Corp-To-Corp, C2H Independent, C2H W2, Full Time",237,Depends On Experience,"Projject manager, Business Analyst, XML, data analysis, programming, Supply Chain Managment","Telecommuting not available
Travel not required"
11808,"C2H Corp-To-Corp, C2H Independent, C2H W2",237,Depends On Experience,"L2/L3 Network Admin, Cisco ASA, Data Center, Nexus, Cisco, Aruba or Meraki","Telecommuting not available
Travel not required"
11809,"Full Time, Contract Corp-To-Corp, Contract Independent, Contract W2, Long Term",237,Negotiable,"Java, J2ee, Oracle, PL/SQL, SQL, Stored Procedures, Functions, Messaging Services, JMS, Spring Batch, Spring Data, Spring Integration, Hibernate, Interest Rate Derivative, IRD, Pricing","Telecommuting not available
Travel not required"
11810,"Contract W2, Contract",237,Competitive,"Education, Knowledge and/or Experience: - Extensive experience in developing, engineering and improving IT Service Management processes. - Experience in creating, managing and maintaining process diagrams and process definition documents. - Experience in gathering and analyzing requirements to improve existing processes. - Experience in defining process metrics and KPIs. - Request analysis and trending experience. - Experience in analyzing performance data to demonstrate the effectiveness of the Request Fulfillment process. - Experience with user acceptance testing (UAT), including test script creation, execution and signoffs - Service Management Reporting experience. - Creation of Live Dashboards and associated analytics. - Use of Service Management Platform (ServiceNow, BMC/Remedy, UniCenter, HP, IBM etc. ) - Experience in developing, managing, and maintaining the Service Request Management process and associated procedures. Preferred Skills (skills or experience that would be beneficial but are not required): - ITIL Foundation/Advanced ITIL Certification (Service Operations and/or Continual Service Improvement) - Large business background (working in a company of similar scale) - Experience managing a Service Catalog - Experience in leading the transformation of business processes - Basic Project management skills","Telecommuting not available
Travel not required"
11811,Full Time,237,$80-110K+bonus,"SQL Server, SQL, TFS, SSIS, SSRS, Hadoop, Data Warehouse, BI, Business Intelligence","Telecommuting not available
Travel not required"
11812,Full Time,237,Depends On Experience,presales; CCNP; route switch; data center,"Telecommuting not available
Travel not required"
11813,"Contract Corp-To-Corp, Contract Independent, Contract W2, C2H Corp-To-Corp, C2H Independent",237,open,3+ years experience with operating systems and hardware integration  Experience with scripting languages  Knowledge of Windows and Chrome OS platforms  Understanding of data analysis  Demonstrat,"Telecommuting not available
Travel not required"
11814,Contract W2,237,Negotiable,"technical, system, systems, business, analyst, consultant, data, web services, soap, rest, ui, sql, development","Telecommuting not available
Travel not required"
