job_listing_no,job_type,page,salary_info,technical_skills,travel_info
9401,Full Time,189,Negotiable,Windows Server Administrator,"Telecommuting not available
Travel not required"
9402,"Contract Corp-To-Corp, 12 mos",189,0.01,"You must be RedHat Certified to be considered for this position. You also must be able to attend an in person interview in Phoenix, AZ to be considered for this position.","Telecommuting not available
Travel not required"
9403,"Full Time, Full Time",189,,"CCIE, CCNA, CCNP, Change Management, Cisco, Database, Development, Disaster Recovery, Lifecycle, Management, Release, Supervisor, Testing, VMware","Telecommuting not available
Travel not required"
9404,Full Time,189,Depends On Experience,"Analysis, Data Modeling, Developer, Development, Modeling, Project, Research, SQL, SQL Server, Validation","Telecommuting not available
Travel not required"
9405,"Contract W2, 18+ months",189,Market (& Benefits),Business Objects; Data Modeling; SQL; Enterprise Reporting; Big plus would be some experience with Power BI / MSBI.,"Telecommuting not available
Travel not required"
9406,"Contract W2, 12+ Months Contract",189,$17/hour on W2,Human Resources Assistant,"Telecommuting not available
Travel not required"
9407,Full Time,189,$170000 - $200000 per annum,SFDC / Salesforce / Architect / Technical Architect / Apex / Partner / Visualforce / Remote / Florida,"Telecommuting not available
Travel not required"
9408,Full Time,189,,"Analytical Skills, API, Backup and Recovery, Business Requirements, CCNP, Cisco, Customer Service, Development, Hardware, HTTP, JNI, Linux, Networking, Protocols, Sales, SCSI, Sun, TCP/IP, Test Plan, Tivoli, Unix, Windows","Telecommuting not available
Travel required to 25%."
9409,"Contract W2, C2H W2, 12+months",189,Market,"SQL Server database development, Tableau Server Administrator certification preferred. Knowledge of data warehousing and data analytics would be highly beneficial.","Telecommuting available
Travel not required"
9410,"Full Time, Contract Independent, C2H Independent, C2H W2, Part Time, 6 months+",189,market rate,"ORACLE FINANCIALS, AP","Telecommuting not available
Travel not required"
9411,Full Time,189,$167265 - $216825 per annum,DBA / Database Administrator / Cassandra / MySQL / Cloud / Kafka / Kubernetes / K8S / SQL / NoSQL / Apache / Datastax / AWS / Data Migration / DBA / DevOps / Database Administrator / Cassandra / MySQL / Cloud / Kafka / Kubernetes / K8S / SQL / NoSQL,"Telecommuting not available
Travel not required"
9412,"Full Time, Part Time",189,,"ACD, Analysis, Architecture, Automated, Bridges, Call Center, CCNA, Cisco, Development, Foundation, Hardware, Help Desk, LAN, Linux, Management, Networking, Networks, Nortel, Protocol, Protocols, Routers, Scripts, Security, Shell Scripts, Simulation, Switches, Testing, Tivoli, Unix, Video","Telecommuting not available
Travel not required"
9413,Contract W2,189,,"User research, UX, UX design, Survey, analyst","Telecommuting not available
Travel not required"
9414,"Contract Corp-To-Corp, Contract Independent, Contract W2, C2H Corp-To-Corp, C2H Independent, C2H W2",189,Depends On Experience,"APTTUS CPQ,QUOTE TO CASH,INSTALL BASE, ASSET AND RENEWAL ORDERS,System Administration","Telecommuting not available
Travel not required"
9415,Full Time,189,Depends On Experience,"ACS, Analysis, Architecture, CCIE, CISSP, Cisco, LAN, Management, Networking, Network Engineer, Networks, Security, VPN, WAN, Wireless","Telecommuting not available
Travel required to 75%."
9416,Contract Corp-To-Corp,189,Depends On Experience,"Crystal Reports, SAP Business Objects, Epic Clarity","Telecommuting not available
Travel not required"
9417,"C2H W2, 6 Months",189,Negotiable,"SAS Grid, SAS Enterprise Miner","Telecommuting not available
Travel not required"
9418,"Full Time, Full-time, Employee",189,"$70,000 - $90,000","Business Analytics, Data Mining, Agency Environments, Excel, BI Tools like Tableau or Power BI, Statistical Models, Predictive Modeling Algorithm Development, R or SAS, Scripting for Data Parsing and Processing, Relational & Non-Relational Database Query Design - Business Analytics, Data Mining, Agency Environments, Excel, BI Tools like Tableau or Power BI, Statistical Models, Predictive Modeling Algorithm Development, R or SAS, Scripting for Data Parsing and Processing, Relational & Non-Relational Database Query Design","Telecommuting not available
Travel not required"
9419,"Full Time, Full-time, Employee",189,"$50,000 - $80,000","SEM, PPC, Google Analytics, Google Adwords, Campaign Management - SEM, PPC, Google Analytics, Google Adwords, Campaign Management","Telecommuting not available
Travel not required"
9420,Full Time,189,,"Analysis, Analyst, Architecture, BEA, CRM, Database, Disaster Recovery, Hardware, LAN, Manager, Management, SAP, Security, Siebel, Simulation, Solaris, System Administrator, Systems Administrator, Testing, Version Control, VMware, WAN, Windows","Telecommuting not available
Travel not required"
9421,"Contract Corp-To-Corp, Contract Independent, Contract W2",189,Depends On Experience,"Experience in healthcare, revenue cycle and/or release management required","Telecommuting not available
Travel not required"
9422,Full Time,189,Negotiable,"Ability to develop analytical business models, reports, dashboard, and queries using enterprise BI tools (e.g. SAP Business Objects Dashboards, Tableau, COGNOS) to support strategic initiatives","Telecommuting not available
Travel not required"
9423,"Contract W2, Full Time",189,Market,BASIC QUALIFICATIONS: *** Must have 1+ year of call center experience and work experience with client server systems and understanding of the types of issues that can result Bachelors in Engineeri,"Telecommuting not available
Travel not required"
9424,"Contract Corp-To-Corp, Contract W2, C2H Corp-To-Corp, C2H Independent, 12 - 18 Months",189,Market,"BSA with Risk Compliance, ALM, SQL, GL, financial management reports, CCAR, IFRS9","Telecommuting not available
Travel not required"
9425,"Full Time, Perm",189,Competitive,"Analysis, Apache, Application, Applications, Architect, Architecture, ASP, Developer, Development, DHTML, Engineer, Engineering, HTML, J2EE, Java, JavaScript, Network, Performance, Quality, Security, Software, Version Control, VM, XML","Telecommuting not available
Travel not required"
9426,"Full Time, Contract Corp-To-Corp, Contract Independent, Contract W2, 6 Months +",189,Market,Project Management,"Telecommuting not available
Travel not required"
9427,"Full Time, Contract Corp-To-Corp, Contract W2, Long Term",189,Negotiable,"WebFOCUS, Application Studio, InfoAssist, JavaScript, Teradata, Repot Caster, Dialog Manager","Telecommuting not available
Travel not required"
9428,"Full Time, Full-time, Employee",189,Unspecified,"Angular, JavaScript, AJAX, Rest, JSON, D3, Unit Testing, MQTT-Real Time Messaging/Data, GIT, Continuous Integration - Angular, JavaScript, AJAX, Rest, JSON, D3, Unit Testing, MQTT-Real Time Messaging/Data, GIT, Continuous Integration","Telecommuting not available
Travel not required"
