company,date,detailUrl,jobTitle,job_listing_no,location,page
Matrix Resources,2017-04-23,http://www.dice.com/job/result/matrixga/122134?src=19,Senior Software Engineer,19851,"Chicago, IL",398
OpenLogix Corporation,2017-04-21,http://www.dice.com/job/result/10211058/968415?src=19,GIS Analyst,19852,"Detroit, MI",398
CyberCoders,2017-04-23,http://www.dice.com/job/result/cybercod/RV3-134975463?src=19,Technical Program Manager,19853,"New York, NY",398
The Judge Group,2017-04-23,http://www.dice.com/job/result/cxjudgpa/524861?src=19,Sr. Analyst -Tech. Performance Mngmt. Team,19854,"Framingham, MA",398
Confidential Company,2017-03-27,http://www.dice.com/job/result/10101487/17-00196?src=19,Research Support Specialist,19855,"Charlotte, NC",398
Softova Inc,2017-04-11,http://www.dice.com/job/result/10410484/EMA2006?src=19,Informatica Cloud Consultant,19856,"Marlborough, MA",398
Rita Technology Services,2017-04-21,http://www.dice.com/job/result/10105838/13732?src=19,IT Asset Management Analyst,19857,"Lakeland, FL",398
Kforce Inc.,2017-04-22,http://www.dice.com/job/result/kforcecx/ITEQG1620671?src=19,Scrum Master,19858,"Chicago, IL",398
MorphoTrust USA (formerly L-1 Identity Solutions),2017-04-20,http://www.dice.com/job/result/RTL224529/AKM-2040?src=19,Java Developers (two),19859,"Franklin, TN",398
CyberCoders,2017-04-23,http://www.dice.com/job/result/cybercod/EO1-136407013?src=19,Senior Full Stack Developer - Ruby on Rails - URGENT,19860,"New York, NY",398
Progressive Technology Solutions,2017-04-21,http://www.dice.com/job/result/10125813/921970?src=19,"Software Engineer, Internet of Things",19861,"San Diego, CA",398
Kforce Inc.,2017-04-22,http://www.dice.com/job/result/kforcecx/ITWQG1616503?src=19,Business Analyst (SQL),19862,"Tucson, AZ",398
Spectrum,2017-04-23,http://www.dice.com/job/result/appblok/3352_190531BR-3?src=19,"Dir, IVR Apps Team",19863,"Greenwood Village, CO",398
"iTech Solutions, Inc",2017-04-20,http://www.dice.com/job/result/10111560/17-00441?src=19,Business Analyst / Healthcare,19864,"Rocky Hill, CT",398
C-Vision Inc.,2017-04-20,http://www.dice.com/job/result/10438556/913519?src=19,Infotainment Tester,19865,"Troy, MI",398
CyberCoders,2017-04-23,http://www.dice.com/job/result/cybercod/AH6-136382713?src=19,Mobile Developer (iOS/Android),19866,"Medford, OR",398
