job_listing_no,job_type,page,salary_info,technical_skills,travel_info
16801,Full Time,337,Market Competitive,"Java, JavaScript, Angular, Backbone, Ember, Knockout, Spring, Hibernate, ORM, MySQL, Oracle, MS SQL, Ajax, HTML5, CSS3","Telecommuting not available
Travel not required"
16802,"Full Time, Full Time",337,,"Analysis, Architecture, Business Requirements, Consulting, Development, Director, Java, Management, Metrics, Oracle, PMP, Project, Python","Telecommuting not available
Travel not required"
16803,Full Time,337,Depends On Experience,"Management, SDLC, .Net, C#, Angular, full stack","Telecommuting not available
Travel not required"
16804,"Contract W2, C2H W2, 3 months +",337,$60 / hr W2,"HTML, Angular JS, JavaScript, ES6, TypeScript, Angular 1, Angular 2, Grunk, Gulp, Webpack, RESTful API, CSS, Bootstrap","Telecommuting not available
Travel not required"
16805,Full Time,337,Negotiable,"JavaScript, Angular, React, HTML, CSS, Web, Development","Telecommuting not available
Travel not required"
16806,C2H W2,337,,Lead Software Engineer,"Telecommuting not available
Travel not required"
16807,"Full Time, Full Time",337,,"Agile, Analysis, Apache, Application Servers, Architecture, Automated, Consulting, Database, Developer, Development, Development Manager, HTTP, Hudson, IBM, Inquire, J2EE, Java, Jenkins, jQuery, Manager, Programming, QA, Scrum, Security, SOAP, SQL, TDD, Testing, WebSphere","Telecommuting not available
Travel not required"
16808,"Full Time, FTE",337,Negotiable,"""Java"" ""AWS Architect"" ""EJB"" ""Spring"" ""Hibernate""","Telecommuting not available
Travel not required"
16809,"C2H Independent, C2H W2, 6-9 Months",337,Market,,"Telecommuting not available
Travel not required"
16810,"Full Time, Contract Corp-To-Corp, Contract W2, C2H Corp-To-Corp, C2H Independent, Contract To Hire",337,Negotiable,"Java, J2EE, 3+ years Hadoop, No-SQL, OLAP, Linux Strong","Telecommuting not available
Travel not required"
16811,"Full Time, Permanent fulltime",337,Depends On Experience,JDE Deployments,"Telecommuting not available
Travel not required"
16812,Full Time,337,Salary DOE,"Software, Engineer, Developer, Code, Java, Visual Basic, Oracle, SQL, C++,","Telecommuting not available
Travel not required"
16813,Full Time,337,-,"Possess a valid, current, Security+ CE baseline certification IAW DoD 8570.01-M (TS/SCI and NATO Secret security clearances at the beginning of performance","Telecommuting not available
Travel not required"
16814,"Full Time, Permanent",337,Market,,"Telecommuting not available
Travel not required"
