job_listing_no,job_type,page,salary_info,technical_skills,travel_info
1951,"Full Time, Full-time, Employee",40,"$70,000 - $90,000","Data Migration, Excel, Excel Macros, Scripting, VBA, Accounting Background - Data Migration, Excel, Excel Macros, Scripting, VBA, Accounting Background","Telecommuting not available
Travel not required"
1952,"Full Time, permanent",40,Deluxe Comp. Pkg.,"distributed computing architecture and implementation, big data architecture, modeling and implementation","Telecommuting not available
Travel not required"
1953,Full Time,40,,"business analyst, data analyst, sas, R,","Telecommuting not available
Travel not required"
1954,Full Time,40,"$63,000 - $82,700","database design background, data migration (ETL), data analysis, report building, Microsoft SQL technology (SQL Server/SSIS/SSAS/SSRS  these are the keys). SSIS  Data migration (ETL). SSAS  Analyti","Telecommuting not available
Travel not required"
1955,"Contract Corp-To-Corp, Contract W2",40,Depends On Experience,Clinical Data Team Lead,"Telecommuting available
Travel not required"
1956,"Contract W2, 12+ months",40,$70-$76/hr,"IT, Information technology, Computer, Project Manager, Data Center, Migration","Telecommuting not available
Travel not required"
1957,"Full Time, Full-time, Employee",40,"$100,000 - $120,000","ETL, Big Data, Tableau, SQL, Data Processing - ETL, Big Data, Tableau, SQL, Data Processing","Telecommuting not available
Travel not required"
1958,"C2H W2, 06+ C2H",40,Depends On Experience,"Data Mapping, Target Mapping, Conceptual / logical data models, gap Analysis, Claims Payment, JAD","Telecommuting not available
Travel not required"
1959,"Contract Independent, Contract W2, 1+year",40,Depends On Experience,"ETL, Informatica, Teradata, SQL, Data Analytics, data architect","Telecommuting not available
Travel not required"
1960,Full Time,40,Negotiable,"wireless technologies, network monitoring, data network","Telecommuting not available
Travel not required"
1961,"Contract Corp-To-Corp, 12+ months",40,Negotiable,"Business Objects,enterprise level database management systems, WebI Business Objects tool, Tableau, Xcelsius and/or SAP Dashboards 4.x experience","Telecommuting not available
Travel not required"
1962,"Full Time, Full-time, Employee",40,"$100,000 - $130,000","Product Management, data initiatives, Tableau - Product Management, data initiatives, Tableau","Telecommuting not available
Travel not required"
1963,"Contract W2, 12+ Months",40,$40/HR,"Data Recovery, Disaster Recovery Planning, Mainframe","Telecommuting not available
Travel not required"
1964,Full Time,40,,Data Analyst,"Telecommuting not available
Travel not required"
1965,"Full Time, Perm",40,Depends On Experience,"SQL, Data Analysis, Data Modeling","Telecommuting not available
Travel not required"
1966,"Contract Corp-To-Corp, Contract Independent, Contract W2, 8 month",40,Depends On Experience,"Data Engineer, SQL, Scripting, Cloud","Telecommuting not available
Travel not required"
1967,"Contract Corp-To-Corp, Contract Independent, Contract W2, Temp",40,40-40 hourly,"Circuit, Engineer, Networks, Systems","Telecommuting not available
Travel not required"
1968,Full Time,40,Depends On Experience,"Java, Python, Distributed Systems, Data, API's, Services","Telecommuting not available
Travel not required"
1969,Contract Corp-To-Corp,40,Negotiable,Data Architect,"Telecommuting not available
Travel not required"
1970,Full Time,40,Market,"AWS, Python, Ruby, Puppet, Hadoop, Big data, Jenkins, Chef, Linux, Unix","Telecommuting not available
Travel not required"
1971,"Contract Corp-To-Corp, Contract W2",40,NEGOTIABLE,Development in Asset Control Reference Data Management product,"Telecommuting not available
Travel not required"
1972,"Contract Corp-To-Corp, Contract Independent, Contract W2, C2H Corp-To-Corp, C2H Independent, C2H W2",40,,"Agile, Analysis, Analyst, Architecture, Data Architecture, Development, Document Management Systems, Informatica, Manager, Management, Metrics, Project, Validation","Telecommuting not available
Travel not required"
1973,"Contract Independent, Contract W2, Longterm",40,Depends On Experience,"object oriented design, data structures and algorithms, SDLC, tick data, fundamental data, reference data, IAAS infrastructure, Go/Rust/Scala/C++ (required), R/Ruby/Python/V8 (required), kdb+ OR Influ","Telecommuting not available
Travel not required"
1974,"Full Time, LONG TERM",40,open,"BI, Tableau,informatica","Telecommuting not available
Travel not required"
1975,Full Time,40,,".Net, Agile, Algorithms, Analysis, Business Requirements, Data Modeling, Disaster Recovery, GIT, HTTP, Java, Management, Metrics, Modeling, Oracle, Programming, Project, Python, Research, SDLC, Software Engineer, SQL, Teradata, Version Control","Telecommuting not available
Travel not required"
1976,"Contract Corp-To-Corp, Contract W2, Long Term",40,Depends On Experience,"Data Architect, Redshift OR Netezza, Data Governance","Telecommuting not available
Travel not required"
