job_listing_no,job_type,page,salary_info,technical_skills,travel_info
23001,Full Time,461,Competitive,"Java container Administration, WebLogic or Tomcat, TIBCO, MQ,Postifx and Oracle database","Telecommuting not available
Travel not required"
23002,Full Time,461,Negotiable,"BIA, Webfocus, BI, business intelligence","Telecommuting not available
Travel not required"
23003,"Full Time, FULLTIME",461,N/A,"QA, Agile, Enterprise","Telecommuting not available
Travel not required"
23004,Full Time,461,Negotiable,"C++, Java, trading, quant, computer science, development","Telecommuting not available
Travel not required"
23005,"Full Time, Contract Corp-To-Corp, Contract Independent, Contract W2, C2H Corp-To-Corp, C2H Independent, C2H W2",461,Market,"Sybase DBA, Infrastructure, MySQl, SQL, Oracle, Sybase, Linux, SDLC,","Telecommuting not available
Travel not required"
23006,Full Time,461,,"Analyst, CISSP, Linux, Networks, Security, Simulation, Testing","Telecommuting not available
Travel not required"
23007,Full Time,461,,"Analyst, Analytical Skills, Change Management, Development, Director, Disaster Recovery, Epic, Management, Networking, Project, Project Management, Quality Assurance, Research, Supervision, Validation","Telecommuting not available
Travel not required"
23008,Full Time,461,Annual,10 years quality assurance and 5 years management,"Telecommuting not available
Travel not required"
23009,"Contract W2, 6+Months",461,Depends On Experience,"KendoUI,JavaScript, HTML, CSS, AJAX , AngularJS","Telecommuting not available
Travel not required"
23010,"Full Time, Contract Corp-To-Corp, Contract Independent, Contract W2, Longterm",461,Depends On Experience,"6 year experience managing the daily tasks and activities of a test team, 3+ years of automation engineering or managing automation efforts with knowledge of QTP/UFT and VB Script.","Telecommuting not available
Travel not required"
23011,Full Time,461,,Genesys Systems Engineer,"Telecommuting not available
Travel not required"
23012,"Full Time, Contract Corp-To-Corp, Contract W2, C2H W2, 48 months",461,open,"Support Kronos environment and support by upgrade - architecture, technology, application installation and configuration, Service Pack upgrades, and application support.","Telecommuting not available
Travel not required"
23013,"Contract Corp-To-Corp, Contract W2, 6+ months",461,Depends On Experience,scrum master,"Telecommuting not available
Travel not required"
23014,"Full Time, Permanent",461,Competitive,"Ethical Hacking, Security Application Assessment, Network Security Architecture, Privacy, Information Security Compliance","Telecommuting available
Travel required to 25%."
23015,"Contract Corp-To-Corp, Contract Independent, Contract W2, C2H Corp-To-Corp, C2H Independent, C2H W2, 6+ months",461,Depends On Experience,10+ Years of ABAP experience Experience in SD/MM/Pricing  Oil and Gas Industry Experinece  Object Oriented Development Module Dialog (DYNPRO) Programming Screen Control ALV Programming Interface,"Telecommuting not available
Travel not required"
23016,"Full Time, Permanent",461,"46,750 to 57,600","Manage,oversee and execute day-to-day technical support and network operations , improves network desktop and software processes,and supports critical educational strategies.","Telecommuting not available
Travel not required"
23017,"Contract W2, 6 months",461,Depends On Experience,"SAP R/3,SAP BI/BW test automation","Telecommuting not available
Travel not required"
23018,Contract W2,461,$55.00 - $70.00 per hour,*Brocade *SAN *Storage *Infrastructure *NAS,"Telecommuting not available
Travel not required"
23019,"Contract W2, 01 Year Contract",461,Depends On Experience,"Business Analyst, Infrastructure","Telecommuting not available
Travel not required"
23020,"Full Time, Contract Corp-To-Corp, Contract Independent, Contract W2, C2H Corp-To-Corp, C2H Independent, C2H W2, Part Time, Long Term",461,Negotiable,Business Analyst,"Telecommuting not available
Travel not required"
23021,Full Time,461,Depends On Experience,"cyber security,vulnerability assessment,cyber","Telecommuting not available
Travel not required"
23022,"Contract W2, Temp",461,Competitive,"Application, Architect, Architecture, Consultant, HTTP, Java, JavaScript, Security, Systems, Web, Web Server","Telecommuting not available
Travel not required"
23023,Full Time,461,$150000 - $160000 per annum,"CI/CD, UI development, Node.js, JavaScript, AngularJS, JQuery, HTML5/CSS, Docker, VirtualBox, GIT, Vagrant, Ansible","Telecommuting not available
Travel not required"
23024,"Contract W2, Contract",461,Depends On Experience,".NET, C#, VISUAL STUDIO, SQL SERVER, SSRS, T-SQL, MVC, TFS, VS2015, Entity Framework","Telecommuting not available
Travel not required"
23025,Full Time,461,Depends On Experience,"Salesforce, HubSpot, B2B","Telecommuting not available
Travel not required"
